,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,2014-15,20,DEN,NBA,C,62,27,17.8,2.8,6.2,.446,0.0,0.0,.000,2.8,6.1,.449,.446,1.4,2.1,.636,2.0,4.1,6.2,0.8,0.8,1.1,1.4,3.3,6.9
2,2015-16,21,DEN,NBA,C,32,3,17.1,3.2,7.6,.417,0.0,0.1,.000,3.2,7.5,.423,.417,1.9,3.1,.616,2.0,3.4,5.5,1.3,0.8,1.4,1.7,2.8,8.2
3,2016-17,22,TOT,NBA,C,65,48,21.4,4.2,8.2,.507,0.0,0.0,.000,4.2,8.2,.508,.507,1.8,3.2,.571,2.4,4.8,7.2,1.9,0.8,1.1,2.2,2.5,10.2
4,2016-17,22,DEN,NBA,C,45,29,17.9,3.4,6.6,.507,0.0,0.0,,3.4,6.6,.507,.507,1.2,2.5,.496,2.0,3.8,5.8,1.3,0.6,0.8,1.8,2.0,8.0
5,2016-17,22,POR,NBA,C,20,19,29.2,6.0,11.8,.508,0.0,0.1,.000,6.0,11.8,.511,.508,3.2,4.9,.660,3.3,7.1,10.4,3.2,1.3,1.9,3.1,3.7,15.2
6,Career,,,NBA,,159,78,19.1,3.4,7.3,.469,0.0,0.0,.000,3.4,7.3,.471,.469,1.7,2.8,.601,2.2,4.3,6.4,1.3,0.8,1.2,1.8,2.9,8.5
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,DEN,NBA,,139,59,17.7,3.0,6.6,.458,0.0,0.0,.000,3.0,6.6,.461,.458,1.4,2.5,.584,2.0,3.9,5.9,1.1,0.7,1.1,1.6,2.8,7.5
9,1 season,,POR,NBA,,20,19,29.2,6.0,11.8,.508,0.0,0.1,.000,6.0,11.8,.511,.508,3.2,4.9,.660,3.3,7.1,10.4,3.2,1.3,1.9,3.1,3.7,15.2
