,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,?,OWS,DWS,WS,WS/48,?,OBPM,DBPM,BPM,VORP
1,1993-94,28,WSB,NBA,SG,7,70,10.5,.615,.471,.118,1.6,10.2,5.8,10.3,1.4,0.9,14.4,12.8,,0.1,0.0,0.1,.074,,-0.7,-2.3,-3.0,0.0
2,1998-99,33,SAS,NBA,SG,19,58,8.5,.420,.640,.000,4.1,5.5,4.8,17.8,1.9,1.2,13.8,23.2,,-0.1,0.1,0.0,.025,,-1.1,-1.7,-2.8,0.0
3,Career,,,NBA,,26,128,9.6,.501,.571,.048,2.8,8.1,5.4,13.7,1.6,1.0,14.0,17.5,,0.0,0.1,0.1,.052,,-0.9,-2.0,-2.9,0.0
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1 season,,SAS,NBA,,19,58,8.5,.420,.640,.000,4.1,5.5,4.8,17.8,1.9,1.2,13.8,23.2,,-0.1,0.1,0.0,.025,,-1.1,-1.7,-2.8,0.0
6,1 season,,WSB,NBA,,7,70,10.5,.615,.471,.118,1.6,10.2,5.8,10.3,1.4,0.9,14.4,12.8,,0.1,0.0,0.1,.074,,-0.7,-2.3,-3.0,0.0
