,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,?,OWS,DWS,WS,WS/48,?,OBPM,DBPM,BPM,VORP
1,2012-13,25,SAS,NBA,SG,72,920,11.1,.530,.340,.183,3.1,13.7,8.7,21.6,2.3,0.5,23.7,17.1,,0.0,1.4,1.3,.070,,-2.1,1.0,-1.0,0.2
2,2013-14,26,TOT,NBA,SF,47,494,13.1,.526,.346,.229,3.3,13.3,8.4,19.7,2.3,0.9,17.2,18.6,,0.3,0.7,1.0,.100,,-1.0,0.6,-0.4,0.2
3,2013-14,26,SAS,NBA,SF,26,301,13.2,.545,.333,.237,2.3,14.0,8.4,15.1,2.5,0.7,17.0,18.6,,0.1,0.5,0.6,.101,,-1.2,1.2,-0.1,0.1
4,2013-14,26,TOR,NBA,SF,21,193,12.9,.495,.367,.217,4.8,12.1,8.5,26.9,1.9,1.2,17.6,18.8,,0.2,0.2,0.4,.098,,-0.7,-0.2,-0.9,0.1
5,Career,,,NBA,,119,1414,11.8,.528,.343,.201,3.1,13.5,8.6,21.0,2.3,0.6,21.3,17.6,,0.3,2.1,2.4,.081,,-1.7,0.9,-0.8,0.4
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,SAS,NBA,,98,1221,11.6,.534,.338,.198,2.9,13.8,8.6,20.0,2.3,0.5,21.9,17.4,,0.1,1.9,2.0,.078,,-1.9,1.1,-0.8,0.4
8,1 season,,TOR,NBA,,21,193,12.9,.495,.367,.217,4.8,12.1,8.5,26.9,1.9,1.2,17.6,18.8,,0.2,0.2,0.4,.098,,-0.7,-0.2,-0.9,0.1
