,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,?,OWS,DWS,WS,WS/48,?,OBPM,DBPM,BPM,VORP
1,1994-95,22,MIL,NBA,SF,80,2958,16.6,.538,.190,.354,6.7,14.4,10.4,12.2,2.0,0.6,16.1,29.1,,1.1,2.2,3.2,.053,,0.1,-1.2,-1.1,0.7
2,1995-96,23,MIL,NBA,SF,82,3249,15.9,.534,.190,.281,5.0,14.1,9.5,15.7,1.6,1.0,15.4,25.8,,1.8,1.7,3.5,.052,,0.7,-0.5,0.2,1.8
3,1996-97,24,MIL,NBA,SF,80,3114,17.5,.528,.125,.253,5.1,14.6,9.9,14.8,1.8,1.6,14.4,27.8,,2.0,2.7,4.7,.072,,0.3,0.0,0.3,1.8
4,1997-98,25,MIL,NBA,SF,56,2294,16.8,.522,.057,.234,4.3,12.1,8.2,13.8,1.6,1.1,13.8,28.9,,1.3,1.8,3.1,.065,,0.0,-0.9,-1.0,0.6
5,1998-99,26,MIL,NBA,SF,47,1579,19.7,.523,.104,.213,5.7,15.3,10.5,12.5,1.6,2.1,11.4,28.2,,2.5,1.5,4.0,.122,,1.4,-0.5,0.9,1.1
6,1999-00,27,MIL,NBA,SF,81,2909,17.8,.534,.162,.194,4.3,15.1,9.7,11.8,1.4,1.1,12.3,27.6,,3.5,1.3,4.8,.080,,1.1,-1.9,-0.8,0.9
7,2000-01,28,MIL,NBA,SF,76,2813,20.1,.525,.126,.210,5.0,16.1,10.6,16.5,1.6,1.6,12.1,29.2,,4.2,2.5,6.7,.114,,1.3,-0.6,0.7,1.9
8,2001-02,29,MIL,NBA,SF,66,2346,19.1,.537,.155,.246,3.6,15.8,10.0,13.4,2.2,1.3,12.0,28.8,,2.6,2.1,4.7,.096,,0.6,-1.0,-0.4,1.0
9,2002-03,30,ATL,NBA,SF,69,2591,16.7,.519,.211,.245,3.9,15.7,10.0,15.5,1.9,0.7,15.2,28.8,,1.0,1.9,2.9,.055,,0.3,-1.3,-1.0,0.7
10,2003-04,31,PHI,NBA,SF,42,1336,15.0,.518,.163,.223,4.1,12.5,8.3,9.1,1.7,0.5,13.6,27.4,,0.3,1.3,1.6,.056,,-0.9,-1.7,-2.5,-0.2
11,2004-05,32,SAS,NBA,SF,9,157,17.2,.517,.078,.299,3.0,14.9,8.9,9.8,1.4,1.4,7.4,27.9,,0.2,0.3,0.5,.147,,-1.8,-1.0,-2.9,0.0
12,Career,,,NBA,,688,25346,17.5,.529,.150,.249,4.8,14.7,9.8,13.8,1.7,1.2,13.8,28.1,,20.5,19.3,39.8,.075,,0.5,-0.9,-0.4,10.3
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8 seasons,,MIL,NBA,,568,21262,17.8,.531,.143,.250,5.0,14.7,9.9,13.9,1.7,1.2,13.6,28.1,,19.0,15.8,34.8,.079,,0.7,-0.8,-0.2,9.8
15,1 season,,ATL,NBA,,69,2591,16.7,.519,.211,.245,3.9,15.7,10.0,15.5,1.9,0.7,15.2,28.8,,1.0,1.9,2.9,.055,,0.3,-1.3,-1.0,0.7
16,1 season,,PHI,NBA,,42,1336,15.0,.518,.163,.223,4.1,12.5,8.3,9.1,1.7,0.5,13.6,27.4,,0.3,1.3,1.6,.056,,-0.9,-1.7,-2.5,-0.2
17,1 season,,SAS,NBA,,9,157,17.2,.517,.078,.299,3.0,14.9,8.9,9.8,1.4,1.4,7.4,27.9,,0.2,0.3,0.5,.147,,-1.8,-1.0,-2.9,0.0
