,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,20,PHI,NBA,C,75,71,30.8,4.0,8.7,.462,0.0,0.0,,4.0,8.7,.462,.462,1.9,3.1,.609,2.5,5.7,8.1,1.7,1.8,1.9,1.9,2.8,9.9
1,21,PHI,NBA,C,67,62,29.3,4.6,8.8,.521,0.0,0.0,.500,4.6,8.7,.521,.522,2.0,3.4,.590,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,11.1
2,22,TOT,NBA,C,51,19,20.5,3.6,6.1,.595,0.0,0.0,.000,3.6,6.0,.597,.595,1.5,2.2,.694,1.8,3.9,5.8,1.0,1.3,1.0,1.0,2.5,8.7
3,22,PHI,NBA,C,29,7,19.4,3.7,6.0,.611,0.0,0.0,.000,3.7,6.0,.615,.611,1.5,2.2,.683,1.6,3.4,5.0,1.0,1.5,0.9,1.0,2.4,8.9
4,22,DAL,NBA,C,22,12,22.0,3.5,6.1,.575,0.0,0.0,,3.5,6.1,.575,.575,1.5,2.2,.708,2.1,4.7,6.8,0.9,1.0,1.1,1.0,2.5,8.5
5,,,NBA,,193,152,27.6,4.1,8.0,.511,0.0,0.0,.333,4.1,8.0,.512,.512,1.8,2.9,.618,2.2,5.3,7.5,1.6,1.6,1.5,1.8,2.7,10.0
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,PHI,NBA,,171,140,28.3,4.2,8.3,.505,0.0,0.0,.333,4.2,8.3,.506,.506,1.9,3.0,.610,2.3,5.3,7.6,1.6,1.7,1.6,1.9,2.8,10.2
8,,DAL,NBA,,22,12,22.0,3.5,6.1,.575,0.0,0.0,,3.5,6.1,.575,.575,1.5,2.2,.708,2.1,4.7,6.8,0.9,1.0,1.1,1.0,2.5,8.5
