,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,23,IND,NBA,PG,41.0,0.0,9.4,1.5,4.1,0.367,0.2,1.1,0.217,1.3,3.0,0.423,0.396,0.5,0.6,0.8,0.1,1.1,1.2,1.6,0.4,0.0,0.8,0.7,3.8
1,24,IND,NBA,PG,33.0,0.0,4.1,0.8,2.2,0.361,0.2,0.7,0.217,0.6,1.5,0.429,0.396,0.3,0.5,0.733,0.0,0.5,0.5,0.5,0.1,0.0,0.2,0.2,2.1
2,,,NBA,,74.0,0.0,7.0,1.2,3.3,0.365,0.2,0.9,0.217,1.0,2.3,0.424,0.396,0.4,0.5,0.775,0.1,0.8,0.9,1.1,0.3,0.0,0.5,0.5,3.0
