,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,19,IND,NBA,C,60.0,30.0,22.8,4.4,8.8,0.498,0.1,0.2,0.214,4.4,8.6,0.506,0.501,1.5,2.0,0.727,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,10.3
1,20,IND,NBA,C,81.0,81.0,31.4,5.5,10.7,0.511,0.5,1.4,0.348,5.0,9.3,0.536,0.534,3.0,3.7,0.809,1.7,5.5,7.2,1.3,0.9,2.1,1.3,3.2,14.5
2,,,NBA,,141.0,111.0,27.7,5.0,9.9,0.506,0.3,0.9,0.333,4.7,9.0,0.524,0.521,2.4,3.0,0.785,1.5,5.0,6.5,1.0,0.7,1.8,1.2,3.0,12.7
