Which rookie will win 2012-13 Rookie of the Year?,Which rookie will be the best player in five years?,Which rookie is the most athletic?,"Which rookie is most likely to be a ""sleeper"" success?"
"[' Anthony Davis, New Orleans ', ' Damian Lillard, Portland ', ' Austin Rivers, New Orleans ']","[' Anthony Davis, New Orleans ', ' Bradley Beal, Washington ']","[' Anthony Davis, New Orleans ', ' Michael Kidd', ' Andre Drummond, Detroit ', ' Terrence Ross, Toronto ', ' Perry Jones, Oklahoma City ']","[' Jared Sullinger, Boston ', ' Maurice Harkless, Orlando, Andrew Nicholson, Orlando ', ' Jae Crowder, Dallas, Damian Lillard, Portland ', ' Terrence Jones, Houston ']"
