s0809.txt,s0910.txt,s1112.txt,s1213.txt,s1314.txt,s1415.txt,s1516.txt,s1617.txt
"[' Greg Oden ', ' Michael Beasley ', 'Derrick Rose ', ' Anthony Randolph ', 'Russell Westbrook ']","['Blake Griffin, L.A. Clippers', 'Tyreke Evans, Sacramento', 'James Harden, Oklahoma City', 'Stephen Curry, Golden State']","[' Kyrie Irving, Cleveland ', ' Ricky Rubio, Minnesota ', ' Jonas Valanciunas, Toronto ', ' Derrick Williams, Minnesota ']","[' Anthony Davis, New Orleans ', ' Bradley Beal, Washington ']","[' Victor Oladipo, Orlando ', ' C.J. McCollum, Portland ', ' Cody Zeller, Charlotte ', ' Anthony Bennett, Cleveland, Tim Hardaway, Jr., New York ', 'Worth noting']","[' Jabari Parker, Milwaukee ', ' Doug McDermott, Chicago ', ' T.J. Warren, Phoenix ', ' Zach LaVine, Minnesota ', 'Andrew Wiggins, Cleveland ']","[' Jahlil Okafor, Philadelphia ', ' Karl', ' Justin Anderson, Dallas ', 'Emmanuel Mudiay, Denver ', ' Stanley Johnson, Detroit ', ' Sam Dekker, Houston ']","[' Brandon Ingram, L.A. Lakers ', ' Kris Dunn, Minnesota ', ' Buddy Hield, New Orleans ', ' Dragan Bender, Phoenix ', 'Jaylen Brown, Boston ', 'Jamal Murray, Denver ', 'Ben Simmons, Philadelphia ']"
