,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,2012-13,19,ORL,NBA,SF,76,59,26.0,3.4,7.4,.461,0.4,1.5,.274,3.0,5.9,.510,.489,1.0,1.7,.570,1.6,2.8,4.4,0.7,1.2,0.8,0.9,1.9,8.2
2,2013-14,20,ORL,NBA,SF,80,41,24.4,2.8,6.0,.464,0.7,1.9,.383,2.1,4.1,.502,.525,1.1,1.8,.594,0.9,2.4,3.3,1.0,1.2,0.6,1.1,1.8,7.4
3,2014-15,21,ORL,NBA,SF,45,4,15.0,1.4,3.5,.399,0.2,1.2,.179,1.2,2.3,.520,.430,0.5,0.9,.537,0.8,1.5,2.4,0.6,0.7,0.2,0.6,1.5,3.5
4,2015-16,22,POR,NBA,SF,78,14,18.7,2.5,5.3,.474,0.5,1.8,.279,2.0,3.5,.576,.522,0.9,1.4,.622,1.3,2.3,3.6,0.9,0.6,0.4,0.8,1.6,6.4
5,2016-17,23,POR,NBA,SF,77,69,28.9,4.1,8.1,.503,0.9,2.5,.351,3.2,5.6,.572,.558,1.0,1.6,.621,1.6,2.8,4.4,1.2,1.1,0.9,1.1,2.8,10.0
6,Career,,,NBA,,356,187,23.3,3.0,6.3,.471,0.6,1.9,.315,2.4,4.4,.537,.518,0.9,1.5,.596,1.3,2.4,3.7,0.9,1.0,0.6,0.9,1.9,7.4
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,ORL,NBA,,201,104,22.9,2.7,6.0,.454,0.5,1.6,.309,2.2,4.4,.508,.496,0.9,1.6,.577,1.1,2.4,3.5,0.8,1.1,0.6,0.9,1.7,6.8
9,2 seasons,,POR,NBA,,155,83,23.7,3.3,6.7,.492,0.7,2.2,.320,2.6,4.5,.573,.543,0.9,1.5,.621,1.5,2.5,4.0,1.0,0.9,0.7,0.9,2.2,8.2
