s0809.txt,s0910.txt,s1112.txt,s1213.txt,s1314.txt,s1415.txt,s1516.txt,s1617.txt
"[' J.J. Hickson ', ' Courtney Lee ', 'Robin Lopez ', ' Mario Chalmers ', 'Rudy Fernandez ', 'Anthony Randolph ']","['James Harden, Oklahoma City', 'Brandon Jennings, Milwaukee', 'Ty Lawson, Denver', 'Rodrigue Beaubois, Dallas', 'DeJuan Blair, San Antonio', 'Austin Daye, Detroit', 'Jodie Meeks, Milwaukee', 'Terrence Williams, New Jersey']","[' Norris Cole, Miami ', ' Iman Shumpert, New York ', ' MarShon Brooks, New Jersey ', ' Kemba Walker, Charlotte ']","[' Jared Sullinger, Boston ', ' Maurice Harkless, Orlando, Andrew Nicholson, Orlando ', ' Jae Crowder, Dallas, Damian Lillard, Portland ', ' Terrence Jones, Houston ']","[' Ricky Ledo, Dallas, Erik Murphy, Chicago, Nerlens Noel, Philadelphia ', ' Isaiah Canaan, Houston, Allen Crabbe, Portland, Jamaal Franklin, Memphis, Solomon Hill, Indiana, Peyton Siva, Detroit ']","[' Kyle Anderson, San Antonio ', ' Mitch McGary, Oklahoma City ', 'Glen Robinson III, Minnesota ', ' Wilcox, L.A. Clippers ', ' Gary Harris, Denver ', ' McDaniels, Philadelphia ', 'Doug McDermott, Chicago ', 'Andrew Wiggins, Cleveland ', 'James Young, Boston ']","[' Joseph Young ', ' R.J. Hunter ', 'Tyus Jones ', 'Bobby Portis ', 'Justise Winslow ', ' Terry Rozier ', 'Myles Turner ']","[' Dejounte Murray ', ' Tyler Ulis ', ' Malcolm Brogdon ', 'Jaylen Brown ', 'Kay Felder ', 'Skal Labissiere ', 'Thon Maker ', 'Isaiah Whitehead ']"
