,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,2015-16,19,IND,NBA,C,60,30,22.8,4.4,8.8,.498,0.1,0.2,.214,4.4,8.6,.506,.501,1.5,2.0,.727,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,10.3
2,2016-17,20,IND,NBA,C,81,81,31.4,5.5,10.7,.511,0.5,1.4,.348,5.0,9.3,.536,.534,3.0,3.7,.809,1.7,5.5,7.2,1.3,0.9,2.1,1.3,3.2,14.5
3,Career,,,NBA,,141,111,27.7,5.0,9.9,.506,0.3,0.9,.333,4.7,9.0,.524,.521,2.4,3.0,.785,1.5,5.0,6.5,1.0,0.7,1.8,1.2,3.0,12.7
