,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,2015-16,20,CHI,NBA,PF,62,4,17.8,3.0,7.0,.427,0.3,0.8,.308,2.7,6.2,.443,.445,0.8,1.1,.727,2.0,3.5,5.4,0.8,0.4,0.4,0.9,1.6,7.0
2,2016-17,21,CHI,NBA,PF,64,13,15.6,2.9,5.9,.488,0.5,1.5,.333,2.4,4.4,.541,.531,0.6,0.9,.661,1.2,3.5,4.6,0.5,0.3,0.2,0.6,1.5,6.8
3,Career,,,NBA,,126,17,16.7,2.9,6.4,.455,0.4,1.2,.324,2.5,5.3,.484,.485,0.7,1.0,.696,1.6,3.5,5.0,0.7,0.3,0.3,0.7,1.5,6.9
